Timestamp,Area,Acts,Crime,Victim_ID
01-03-2018 12:00,Washermanpet,act379,Robbery,Victim78
01-03-2018 12:20,Old College Buildings,act279,Accident,Victim174
01-03-2018 17:20,Besantnagar,act279,Accident,Victim148
01-03-2018 15:35,Sembiam,act279,Accident,Victim176
01-03-2018 22:35,Sembiam,act279,Accident,Victim41
01-03-2018 16:20,Sembiam,act279,Accident,Victim147
01-03-2018 17:30,Chintadripet,act279,Accident,Victim12
01-03-2018 15:25,Teynampet,act279,Accident,Victim11
01-03-2018 18:25,Vadapalani,act323,Violence,Victim40
01-03-2018 20:45,Guindy Industrial Estate,act323,Violence,Victim131
01-03-2018 11:45,MPT AO,act323,Violence,Victim180
01-03-2018 19:50,Koyambedu,act363,Kidnapping,Victim91
01-03-2018 15:30,Madras Electricity System,act363,Kidnapping,Victim96
01-03-2018 16:05,Medavakkam Tank Road,act363,Kidnapping,Victim138
01-03-2018 15:15,Kasturibai Nagar,act13,Gambling,Victim75
01-03-2018 15:20,Vyasar Nagar Colony,act13,Gambling,Victim154
01-03-2018 22:20,Chintadripet,act323,Violence,Victim68
01-03-2018 22:30,Old College Buildings,act379,Robbery,Victim15
01-03-2018 18:25,Thygarayanagar,act323,Violence,Victim16
01-03-2018 08:55,Ekkaduthangal,act379,Robbery,Victim133
01-03-2018 14:20,Tidel Park,act379,Robbery,Victim44
01-03-2018 00:55,Thygarayanagar,act279,Accident,Victim67
01-03-2018 18:35,Ramakrishna Nagar,act323,Violence,Victim159
01-03-2018 12:05,Raja Annamalaipuram,act379,Robbery,Victim9
03-03-2018 20:10,Park Town,act379,Robbery,Victim41
03-03-2018 20:05,Nandanam,act379,Robbery,Victim196
03-03-2018 19:45,Mandaveli,act379,Robbery,Victim71
03-03-2018 15:30,Ekkaduthangal,act379,Robbery,Victim19
03-03-2018 16:00,Raja Annamalaipuram,act379,Robbery,Victim161
03-03-2018 13:40,Sowcarpet,act279,Accident,Victim13
03-03-2018 17:40,Pudupakkam,act279,Accident,Victim66
03-03-2018 12:50,Washermanpet,act279,Accident,Victim125
03-03-2018 13:00,D G Vaishnav College,act279,Accident,Victim33
03-03-2018 23:10,Medavakkam Tank Road,act279,Accident,Victim179
03-03-2018 20:40,Mandaveli,act279,Accident,Victim45
03-03-2018 04:10,Sembiam,act323,Violence,Victim8
03-03-2018 20:05,Chintadripet,act323,Violence,Victim124
03-03-2018 00:15,Shenoy Nagar,act323,Violence,Victim181
03-03-2018 22:50,Egmore ND,act323,Violence,Victim72
03-03-2018 23:40,Perambur North,act363,Kidnapping,Victim148
03-03-2018 14:10,Perambur Barracks,act363,Kidnapping,Victim130
03-03-2018 22:50,Madras University,act279,Accident,Victim36
03-03-2018 03:15,Shastri Bhavan,act279,Accident,Victim83
03-03-2018 16:10,Besantnagar,act279,Accident,Victim199
03-03-2018 17:50,Jafferkhanpet,act279,Accident,Victim169
03-03-2018 21:20,G K M Colony,act323,Violence,Victim55
03-03-2018 11:20,Shenoy Nagar,act279,Accident,Victim12
03-03-2018 14:00,Tondiarpet Bazaar,act323,Violence,Victim194
04-03-2018 09:00,Nungambakkam High Road,act323,Violence,Victim9
04-03-2018 19:05,West Mambalam,act279,Accident,Victim133
04-03-2018 14:30,Egmore ND,act279,Accident,Victim47
04-03-2018 23:05,Saidapet,act323,Violence,Victim41
04-03-2018 22:00,Kilpauk,act323,Violence,Victim143
04-03-2018 18:30,Vyasarpadi,act323,Violence,Victim178
04-03-2018 22:00,Tondiarpet West,act323,Violence,Victim163
04-03-2018 13:40,Tidel Park,act279,Accident,Victim171
04-03-2018 18:00,Kilpauk Medical College,act379,Robbery,Victim132
04-03-2018 13:30,Raja Annamalaipuram,act323,Violence,Victim177
04-03-2018 21:30,Pr. Accountant General,act279,Accident,Victim126
04-03-2018 22:00,Puliyanthope,act323,Violence,Victim108
04-03-2018 08:00,Greams Road,act279,Accident,Victim149
04-03-2018 20:00,Vyasar Nagar Colony,act323,Violence,Victim133
04-03-2018 08:30,Vyasar Nagar Colony,act323,Violence,Victim57
04-03-2018 17:00,Sowcarpet,act302,Murder,Victim39
04-03-2018 21:00,Kumaran Nagar,act279,Accident,Victim142
05-03-2018 06:15,Chepauk,act279,Accident,Victim188
05-03-2018 23:00,Perambur,act323,Violence,Victim148
05-03-2018 07:30,Kotturpuram,act279,Accident,Victim127
05-03-2018 19:30,Rajbhavan,act13,Gambling,Victim52
05-03-2018 20:00,Perambur Barracks,act279,Accident,Victim76
05-03-2018 13:30,Kilpauk Medical College,act323,Violence,Victim154
05-03-2018 10:00,Mandaveli,act279,Accident,Victim129
05-03-2018 14:00,Chetput,act279,Accident,Victim46
05-03-2018 23:10,Guindy Industrial Estate,act279,Accident,Victim52
05-03-2018 19:05,Old College Buildings,act379,Robbery,Victim136
05-03-2018 19:10,Nungambakkam,act379,Robbery,Victim85
05-03-2018 03:30,Kalaignar Karunanidhi Nagar,act323,Violence,Victim80
05-03-2018 18:45,Egmore ND,act379,Robbery,Victim152
05-03-2018 12:10,Madras Medical College,act379,Robbery,Victim57
05-03-2018 14:25,Tiruvallikkeni,act279,Accident,Victim146
05-03-2018 15:40,Ripon Buildings,act279,Accident,Victim139
05-03-2018 00:45,Old College Buildings,act323,Violence,Victim162
05-03-2018 13:15,Chetput,act323,Violence,Victim130
05-03-2018 14:00,Loyola College,act279,Accident,Victim188
05-03-2018 22:20,Kodungaiyur,act279,Accident,Victim100
05-03-2018 19:45,Shenoy Nagar,act379,Robbery,Victim58
05-03-2018 14:55,G K M Colony,act379,Robbery,Victim197
05-03-2018 21:40,Jafferkhanpet,act279,Accident,Victim191
05-03-2018 22:00,Nungambakkam High Road,act302,Murder,Victim28
05-03-2018 19:10,High Court Building,act279,Accident,Victim26
05-03-2018 21:00,Erukkancheri,act323,Violence,Victim97
05-03-2018 18:15,Sowcarpet,act323,Violence,Victim17
06-03-2018 11:40,Triplicane South,act323,Violence,Victim139
06-03-2018 17:30,Rayapuram,act279,Accident,Victim82
06-03-2018 15:20,Kodungaiyur,act279,Accident,Victim27
06-03-2018 21:15,Raja Annamalaipuram,act323,Violence,Victim23
06-03-2018 20:45,Teynampet West,act363,Kidnapping,Victim44
06-03-2018 13:45,Jafferkhanpet,act279,Accident,Victim16
06-03-2018 15:30,Perambur Barracks,act323,Violence,Victim188
06-03-2018 17:25,D G Vaishnav College,act323,Violence,Victim100
06-03-2018 18:40,Egmore ND,act279,Accident,Victim172
06-03-2018 14:30,Shastri Bhavan,act279,Accident,Victim20
06-03-2018 20:30,Indian Institute Of Technology,act323,Violence,Victim114
06-03-2018 01:35,Chepauk,act323,Violence,Victim67
06-03-2018 11:30,Kilpauk,act279,Accident,Victim48
06-03-2018 10:10,Ramakrishna Nagar,act323,Violence,Victim159
07-03-2018 14:50,Jafferkhanpet,act279,Accident,Victim23
07-03-2018 20:40,Madras Electricity System,act379,Robbery,Victim73
07-03-2018 13:35,Triplicane South,act363,Kidnapping,Victim192
07-03-2018 22:55,Vyasarpadi,act279,Accident,Victim101
7/3/2018 16.42 ,Nungambakkam High Road,act323,Violence,Victim164
7/3/2018 17.28,Nungambakkam High Road,act323,Violence,Victim152
07-03-2018 18:05,D G Vaishnav College,act379,Robbery,Victim182
07-03-2018 14:00,Choolaimedu,act379,Robbery,Victim115
07-03-2018 16:00,Jawahar Nagar,act279,Accident,Victim140
07-03-2018 18:00,Saidapet,act323,Violence,Victim104
07-03-2018 00:35,Ramakrishna Nagar,act323,Violence,Victim148
07-03-2018 20:20,Guindy North,act279,Accident,Victim119
07-03-2018 13:00,Govt Stanley Hospital,act323,Violence,Victim93
07-03-2018 16:15,Vyasarpadi,act323,Violence,Victim128
07-03-2018 17:00,Kilpauk,act323,Violence,Victim177
07-03-2018 19:05,Besantnagar,act279,Accident,Victim149
07-03-2018 12:50,Venkatesapuram,act379,Robbery,Victim35
07-03-2018 21:05,TTTI Taramani,act323,Violence,Victim80
07-03-2018 12:20,Saligramam,act279,Accident,Victim197
07-03-2018 20:20,Puliyanthope,act379,Robbery,Victim143
07-03-2018 20:40,Tondiarpet Bazaar,act279,Accident,Victim60
07-03-2018 19:55,Tiruvanmiyur,act363,Kidnapping,Victim131
07-03-2018 21:20,Ethiraj Salai,act323,Violence,Victim188
07-03-2018 03:50,Vepery,act323,Violence,Victim40
07-03-2018 21:10,G K M Colony,act323,Violence,Victim147
07-03-2018 12:10,Ripon Buildings,act279,Accident,Victim65
07-03-2018 10:35,Nandanam,act279,Accident,Victim94
07-03-2018 23:45,Washermanpet East,act279,Accident,Victim137
28-02-2018 21:00,Shastri Bhavan,act379,Robbery,Victim94
28-02-2018 21:15,Rayapuram,act379,Robbery,Victim121
28-02-2018 10:15,Washermanpet,act279,Accident,Victim41
28-02-2018 10:15,Pr. Accountant General,act279,Accident,Victim161
28-02-2018 10:30,Nandanam,act279,Accident,Victim2
28-02-2018 14:15,Perambur,act323,Violence,Victim19
28-02-2018 08:00,Washermanpet East,act363,Kidnapping,Victim116
28-02-2018 03:30,Ripon Buildings,act323,Violence,Victim161
28-02-2018 01:30,Mambalam.,act379,Robbery,Victim146
28-02-2018 19:00,Perambur,act323,Violence,Victim55
28-02-2018 14:10,Greams Road,act323,Violence,Victim137
28-02-2018 14:25,Shastri Bhavan,act323,Violence,Victim44
28-02-2018 22:00,Mandaveli,act13,Gambling,Victim19
28-02-2018 22:00,Rajaji Bhavan,act323,Violence,Victim186
28-02-2018 22:10,Saidapet,act323,Violence,Victim74
28-02-2018 12:00,D G Vaishnav College,act379,Robbery,Victim117
28-02-2018 13:30,Rv Nagar,act363,Kidnapping,Victim192
28-02-2018 03:00,Valmiki Nagar,act323,Violence,Victim121
28-02-2018 23:50,Rv Nagar,act323,Violence,Victim62
28-02-2018 19:00,Jawahar Nagar,act379,Robbery,Victim1
28-02-2018 11:55,Nungambakkam High Road,act279,Accident,Victim53
28-02-2018 11:00,Thygarayanagar South NDS.O,act323,Violence,Victim124
28-02-2018 18:00,Washermanpet,act279,Accident,Victim124
28-02-2018 01:00,Choolaimedu,act323,Violence,Victim59
28-02-2018 00:00,Thygarayanagar North ND,act379,Robbery,Victim103
28-02-2018 22:10,Koyambedu,act279,Accident,Victim122
28-02-2018 22:30,Ramakrishna Nagar,act13,Gambling,Victim65
28-02-2018 08:40,Kodambakkam,act279,Accident,Victim33
28-02-2018 15:40,Koyambedu,act323,Violence,Victim116
28-02-2018 15:50,Mint Building,act323,Violence,Victim163
28-02-2018 00:00,Teynampet West,act379,Robbery,Victim195
28-02-2018 15:00,G K M Colony,act323,Violence,Victim189
28-02-2018 15:30,Mylapore,act323,Violence,Victim115
28-02-2018 19:05,Ekkaduthangal,act323,Violence,Victim100
28-02-2018 19:25,Rajaji Bhavan,act323,Violence,Victim28
28-02-2018 19:50,Koyambedu Wholesale Market Com,act323,Violence,Victim52
28-02-2018 19:20,Rayapuram,act323,Violence,Victim53
28-02-2018 13:00,Vadapalani,act323,Violence,Victim148
28-02-2018 16:00,Egmore ND,act323,Violence,Victim93
28-02-2018 21:45,Mambalam.,act323,Violence,Victim27
28-02-2018 23:00,Tidel Park,act323,Violence,Victim101
28-02-2018 19:30,Madras University,act279,Accident,Victim128
28-02-2018 17:00,High Court Building,act13,Gambling,Victim13
28-02-2018 19:45,Icf Colony,act13,Gambling,Victim59
28-02-2018 19:00,Medavakkam Tank Road,act323,Violence,Victim90
28-02-2018 20:00,Flower Bazaar,act323,Violence,Victim155
28-02-2018 17:00,Triplicane South,act279,Accident,Victim83
28-02-2018 20:30,Vadapalani,act323,Violence,Victim192
28-02-2018 15:50,Shastri Nagar,act13,Gambling,Victim130
01-03-2018 12:00,Flower Bazaar,act379,Robbery,Victim124
01-03-2018 14:30,Flower Bazaar,act379,Robbery,Victim22
03-01-2018 16:30,Tondiarpet,act379,Robbery,Victim30
01-03-2018 22:30,Flowers Road,act379,Robbery,Victim130
01-03-2018 18:35,Vepery,act379,Robbery,Victim4
01-03-2018 16:40,Thygarayanagar South NDS.O,act379,Robbery,Victim167
01-03-2018 01:45,Hindi Prachar Sabha,act379,Robbery,Victim170
01-03-2018 12:00,Loyola College,act379,Robbery,Victim132
01-03-2018 12:20,West Mambalam,act279,Accident,Victim174
01-03-2018 17:20,Velacheri,act279,Accident,Victim32
01-03-2018 15:35,Shenoy Nagar,act279,Accident,Victim131
01-03-2018 22:35,Ripon Buildings,act279,Accident,Victim88
01-03-2018 16:20,Kodambakkam,act279,Accident,Victim38
01-03-2018 17:30,Medavakkam Tank Road,act279,Accident,Victim192
01-03-2018 15:25,Kotturpuram,act279,Accident,Victim55
01-03-2018 18:25,Thygarayanagar,act323,Violence,Victim91
01-03-2018 20:45,D G Vaishnav College,act323,Violence,Victim154
01-03-2018 11:45,Hindi Prachar Sabha,act323,Violence,Victim152
01-03-2018 19:50,Kodungaiyur,act363,Kidnapping,Victim6
01-03-2018 15:30,Raja Annamalaipuram,act363,Kidnapping,Victim137
01-03-2018 16:05,Loyola College,act363,Kidnapping,Victim153
01-03-2018 15:15,Chintadripet,act13,Gambling,Victim15
01-03-2018 15:20,Shastri Nagar,act13,Gambling,Victim186
01-03-2018 22:20,Old College Buildings,act323,Violence,Victim166
01-03-2018 22:30,Perambur Barracks,act379,Robbery,Victim8
01-03-2018 18:25,Chennai,act323,Violence,Victim86
01-03-2018 08:55,Choolaimedu,act379,Robbery,Victim105
01-03-2018 14:20,Raja Annamalaipuram,act379,Robbery,Victim74
01-03-2018 00:55,Thygarayanagar North ND,act279,Accident,Victim109
01-03-2018 18:35,TTTI Taramani,act323,Violence,Victim108
01-03-2018 12:05,Pr. Accountant General,act379,Robbery,Victim188
03-03-2018 20:10,Perambur Barracks,act379,Robbery,Victim108
03-03-2018 20:05,Choolaimedu,act379,Robbery,Victim195
03-03-2018 19:45,Vyasar Nagar Colony,act379,Robbery,Victim75
03-03-2018 15:30,Chetput,act379,Robbery,Victim103
03-03-2018 16:00,D G Vaishnav College,act379,Robbery,Victim149
03-03-2018 13:40,Rajaji Bhavan,act279,Accident,Victim180
03-03-2018 17:40,Triplicane South,act279,Accident,Victim197
03-03-2018 12:50,Ramakrishna Nagar,act279,Accident,Victim35
03-03-2018 13:00,Tondiarpet West,act279,Accident,Victim76
03-03-2018 23:10,Perambur,act279,Accident,Victim156
03-03-2018 20:40,Vyasar Nagar Colony,act279,Accident,Victim51
03-03-2018 04:10,Mylapore,act323,Violence,Victim122
03-03-2018 20:05,TTTI Taramani,act323,Violence,Victim5
03-03-2018 00:15,Vyasarpadi,act323,Violence,Victim34
03-03-2018 22:50,G K M Colony,act323,Violence,Victim186
03-03-2018 23:40,Perambur North,act363,Kidnapping,Victim50
03-03-2018 14:10,Tidel Park,act363,Kidnapping,Victim174
03-03-2018 22:50,Kodungaiyur,act279,Accident,Victim82
03-03-2018 03:15,D G Vaishnav College,act279,Accident,Victim14
03-03-2018 16:10,Puliyanthope,act279,Accident,Victim89
03-03-2018 17:50,Shenoy Nagar,act279,Accident,Victim48
03-03-2018 21:20,Perambur Barracks,act323,Violence,Victim134
03-03-2018 11:20,Erukkancheri,act279,Accident,Victim38
03-03-2018 14:00,Egmore ND,act323,Violence,Victim144
04-03-2018 09:00,Mint Building,act323,Violence,Victim40
04-03-2018 19:05,Kodambakkam,act279,Accident,Victim12
04-03-2018 14:30,West Mambalam,act279,Accident,Victim21
04-03-2018 23:05,Chintadripet,act323,Violence,Victim131
04-03-2018 22:00,Madras Electricity System,act323,Violence,Victim16
04-03-2018 18:30,Vyasarpadi,act323,Violence,Victim109
04-03-2018 22:00,Jawahar Nagar,act323,Violence,Victim85
04-03-2018 13:40,Jawahar Nagar,act279,Accident,Victim37
04-03-2018 18:00,Mannady,act379,Robbery,Victim168
04-03-2018 13:30,Hindi Prachar Sabha,act323,Violence,Victim103
04-03-2018 21:30,Erukkancheri,act279,Accident,Victim183
04-03-2018 22:00,Egmore,act323,Violence,Victim103
04-03-2018 08:00,Chepauk,act279,Accident,Victim89
04-03-2018 20:00,Besantnagar,act323,Violence,Victim49
04-03-2018 08:30,Park Town,act323,Violence,Victim155
04-03-2018 17:00,Greams Road,act302,Murder,Victim54
04-03-2018 21:00,Kodambakkam,act279,Accident,Victim182
05-03-2018 06:15,Madras University,act279,Accident,Victim67
05-03-2018 23:00,Pudupakkam,act323,Violence,Victim4
05-03-2018 07:30,Mambalam.,act279,Accident,Victim136
05-03-2018 19:30,Jafferkhanpet,act13,Gambling,Victim109
05-03-2018 20:00,Ekkaduthangal,act279,Accident,Victim71
05-03-2018 13:30,Mint Building,act323,Violence,Victim24
05-03-2018 10:00,Washermanpet East,act279,Accident,Victim50
05-03-2018 14:00,Chetput,act279,Accident,Victim194
05-03-2018 23:10,Perambur North,act279,Accident,Victim14
05-03-2018 19:05,Fort St George,act379,Robbery,Victim127
05-03-2018 19:10,Tiruvallikkeni,act379,Robbery,Victim112
05-03-2018 03:30,Saidapet,act323,Violence,Victim85
05-03-2018 18:45,World University Centre,act379,Robbery,Victim74
05-03-2018 12:10,Kodungaiyur,act379,Robbery,Victim80
05-03-2018 14:25,Fort St George,act279,Accident,Victim51
05-03-2018 15:40,Gopalapuram,act279,Accident,Victim46
05-03-2018 00:45,Kumaran Nagar,act323,Violence,Victim56
05-03-2018 13:15,Mylapore,act323,Violence,Victim1
05-03-2018 14:00,Govt Stanley Hospital,act279,Accident,Victim158
05-03-2018 22:20,Washermanpet,act279,Accident,Victim26
05-03-2018 19:45,Washermanpet East,act379,Robbery,Victim55
05-03-2018 14:55,Govt Stanley Hospital,act379,Robbery,Victim174
05-03-2018 21:40,Washermanpet East,act279,Accident,Victim166
05-03-2018 22:00,Kotturpuram,act302,Murder,Victim138
05-03-2018 19:10,Nandanam,act279,Accident,Victim190
05-03-2018 21:00,Tondiarpet Bazaar,act323,Violence,Victim25
05-03-2018 18:15,Vyasar Nagar Colony,act323,Violence,Victim141
06-03-2018 11:40,Egmore,act323,Violence,Victim136
06-03-2018 17:30,Ethiraj Salai,act279,Accident,Victim82
06-03-2018 15:20,Rayapuram,act279,Accident,Victim165
06-03-2018 21:15,Loyola College,act323,Violence,Victim76
06-03-2018 20:45,Egmore,act363,Kidnapping,Victim31
06-03-2018 13:45,Egmore ND,act279,Accident,Victim139
06-03-2018 15:30,Kasturibai Nagar,act323,Violence,Victim94
06-03-2018 17:25,Gopalapuram,act323,Violence,Victim131
06-03-2018 18:40,Choolaimedu,act279,Accident,Victim14
06-03-2018 14:30,Mylapore,act279,Accident,Victim39
06-03-2018 20:30,Saligramam,act323,Violence,Victim8
06-03-2018 01:35,Virugambakkam,act323,Violence,Victim96
06-03-2018 11:30,Mannady,act279,Accident,Victim56
06-03-2018 10:10,Chetput,act323,Violence,Victim131
07-03-2018 14:50,Flower Bazaar,act279,Accident,Victim66
07-03-2018 20:40,Greams Road,act379,Robbery,Victim139
07-03-2018 13:35,Velacheri,act363,Kidnapping,Victim63
07-03-2018 22:55,Besantnagar,act279,Accident,Victim46
7/3/2018 16.42 ,Ethiraj Salai,act323,Violence,Victim126
7/3/2018 17.28,Pr. Accountant General,act323,Violence,Victim78
07-03-2018 18:05,Mannady,act379,Robbery,Victim150
07-03-2018 14:00,World University Centre,act379,Robbery,Victim46
07-03-2018 16:00,Velacheri,act279,Accident,Victim63
07-03-2018 18:00,Medavakkam Tank Road,act323,Violence,Victim104
07-03-2018 00:35,Loyola College,act323,Violence,Victim172
07-03-2018 20:20,Icf Colony,act279,Accident,Victim123
07-03-2018 13:00,Shastri Nagar,act323,Violence,Victim151
07-03-2018 16:15,Gopalapuram,act323,Violence,Victim171
07-03-2018 17:00,Besantnagar,act323,Violence,Victim102
07-03-2018 19:05,Erukkancheri,act279,Accident,Victim20
07-03-2018 12:50,Ripon Buildings,act379,Robbery,Victim200
07-03-2018 21:05,Tiruvanmiyur,act323,Violence,Victim103
07-03-2018 12:20,Perambur Barracks,act279,Accident,Victim157
07-03-2018 20:20,Perambur North,act379,Robbery,Victim14
07-03-2018 20:40,Koyambedu,act279,Accident,Victim101
07-03-2018 19:55,Tidel Park,act363,Kidnapping,Victim133
07-03-2018 21:20,Govt Stanley Hospital,act323,Violence,Victim65
07-03-2018 03:50,Nandanam,act323,Violence,Victim193
07-03-2018 21:10,Chepauk,act323,Violence,Victim81
07-03-2018 12:10,D G Vaishnav College,act279,Accident,Victim72
07-03-2018 10:35,Perambur North,act279,Accident,Victim14
07-03-2018 23:45,Lloyds Estate,act279,Accident,Victim22
28-02-2018 21:00,Chintadripet,act379,Robbery,Victim98
28-02-2018 21:15,Vyasarpadi,act379,Robbery,Victim72
28-02-2018 10:15,Flower Bazaar,act279,Accident,Victim27
28-02-2018 10:15,Perambur Barracks,act279,Accident,Victim13
28-02-2018 10:30,Washermanpet,act279,Accident,Victim12
28-02-2018 14:15,TTTI Taramani,act323,Violence,Victim195
28-02-2018 08:00,Mambalam.,act363,Kidnapping,Victim29
28-02-2018 03:30,Kasturibai Nagar,act323,Violence,Victim189
28-02-2018 01:30,Edapalayam,act379,Robbery,Victim15
28-02-2018 19:00,Kodungaiyur,act323,Violence,Victim170
28-02-2018 14:10,Loyola College,act323,Violence,Victim95
28-02-2018 14:25,Mannady,act323,Violence,Victim184
28-02-2018 22:00,Guindy Industrial Estate,act13,Gambling,Victim130
28-02-2018 22:00,Madras University,act323,Violence,Victim23
28-02-2018 22:10,Loyola College,act323,Violence,Victim48
28-02-2018 12:00,Choolaimedu,act379,Robbery,Victim117
28-02-2018 13:30,Saligramam,act363,Kidnapping,Victim62
28-02-2018 03:00,Chennai,act323,Violence,Victim198
28-02-2018 23:50,Vepery,act323,Violence,Victim141
28-02-2018 19:00,Rajaji Bhavan,act379,Robbery,Victim78
28-02-2018 11:55,Koyambedu Wholesale Market Com,act279,Accident,Victim159
28-02-2018 11:00,Tondiarpet,act323,Violence,Victim45
28-02-2018 18:00,Perambur North,act279,Accident,Victim101
28-02-2018 01:00,Teynampet,act323,Violence,Victim34
28-02-2018 00:00,Chennai,act379,Robbery,Victim5
28-02-2018 22:10,Indian Institute Of Technology,act279,Accident,Victim38
28-02-2018 22:30,Jawahar Nagar,act13,Gambling,Victim24
28-02-2018 08:40,Kumaran Nagar,act279,Accident,Victim58
28-02-2018 15:40,Chepauk,act323,Violence,Victim41
28-02-2018 15:50,Teynampet West,act323,Violence,Victim100
28-02-2018 00:00,Icf Colony,act379,Robbery,Victim51
28-02-2018 15:00,Medavakkam Tank Road,act323,Violence,Victim130
28-02-2018 15:30,Mambalam.,act323,Violence,Victim119
28-02-2018 19:05,Tiruvallikkeni,act323,Violence,Victim136
28-02-2018 19:25,Tidel Park,act323,Violence,Victim85
28-02-2018 19:50,Teynampet West,act323,Violence,Victim68
28-02-2018 19:20,Chetput,act323,Violence,Victim190
28-02-2018 13:00,Virugambakkam,act323,Violence,Victim79
28-02-2018 16:00,Sowcarpet,act323,Violence,Victim17
28-02-2018 21:45,Choolaimedu,act323,Violence,Victim197
28-02-2018 23:00,Madras University,act323,Violence,Victim47
28-02-2018 19:30,Shastri Nagar,act279,Accident,Victim75
28-02-2018 17:00,Mannady,act13,Gambling,Victim44
28-02-2018 19:45,Rajbhavan,act13,Gambling,Victim181
28-02-2018 19:00,Tondiarpet Bazaar,act323,Violence,Victim9
28-02-2018 20:00,Loyola College,act323,Violence,Victim114
28-02-2018 17:00,Sembiam,act279,Accident,Victim100
28-02-2018 20:30,Pr. Accountant General,act323,Violence,Victim141
28-02-2018 15:50,Koyambedu,act13,Gambling,Victim110
01-03-2018 12:00,Valmiki Nagar,act379,Robbery,Victim64
01-03-2018 14:30,Chetput,act379,Robbery,Victim12
03-01-2018 16:30,Perambur North,act379,Robbery,Victim83
01-03-2018 22:30,Flower Bazaar,act379,Robbery,Victim196
01-03-2018 18:35,Engineering College,act379,Robbery,Victim84
01-03-2018 16:40,Triplicane South,act379,Robbery,Victim98
01-03-2018 01:45,Saligramam,act379,Robbery,Victim110
01-03-2018 12:00,Jawahar Nagar,act379,Robbery,Victim6
01-03-2018 12:20,Loyola College,act279,Accident,Victim41
01-03-2018 17:20,Besantnagar,act279,Accident,Victim26
01-03-2018 15:35,Chintadripet,act279,Accident,Victim104
01-03-2018 22:35,Erukkancheri,act279,Accident,Victim12
01-03-2018 16:20,Icf Colony,act279,Accident,Victim157
01-03-2018 17:30,Puliyanthope,act279,Accident,Victim76
01-03-2018 15:25,Lloyds Estate,act279,Accident,Victim69
01-03-2018 18:25,West Mambalam,act323,Violence,Victim120
01-03-2018 20:45,Shastri Nagar,act323,Violence,Victim142
01-03-2018 11:45,Kasturibai Nagar,act323,Violence,Victim183
01-03-2018 19:50,Saligramam,act363,Kidnapping,Victim85
01-03-2018 15:30,D G Vaishnav College,act363,Kidnapping,Victim168
01-03-2018 16:05,Kalaignar Karunanidhi Nagar,act363,Kidnapping,Victim93
01-03-2018 15:15,Perambur,act13,Gambling,Victim82
01-03-2018 15:20,Loyola College,act13,Gambling,Victim172
01-03-2018 22:20,Old College Buildings,act323,Violence,Victim172
01-03-2018 22:30,Kotturpuram,act379,Robbery,Victim162
01-03-2018 18:25,Royapettah,act323,Violence,Victim153
01-03-2018 08:55,Chepauk,act379,Robbery,Victim196
01-03-2018 14:20,Nungambakkam High Road,act379,Robbery,Victim148
01-03-2018 00:55,West Mambalam,act279,Accident,Victim97
01-03-2018 18:35,Govt Stanley Hospital,act323,Violence,Victim128
01-03-2018 12:05,Chennai,act379,Robbery,Victim147
03-03-2018 20:10,Kodungaiyur,act379,Robbery,Victim56
03-03-2018 20:05,Kodungaiyur,act379,Robbery,Victim134
03-03-2018 19:45,Loyola College,act379,Robbery,Victim185
03-03-2018 15:30,Vepery,act379,Robbery,Victim66
03-03-2018 16:00,Tondiarpet,act379,Robbery,Victim21
03-03-2018 13:40,Madras Medical College,act279,Accident,Victim181
03-03-2018 17:40,West Mambalam,act279,Accident,Victim138
03-03-2018 12:50,Egmore ND,act279,Accident,Victim122
03-03-2018 13:00,G K M Colony,act279,Accident,Victim119
03-03-2018 23:10,Nungambakkam,act279,Accident,Victim143
03-03-2018 20:40,Nungambakkam,act279,Accident,Victim127
03-03-2018 04:10,Shastri Nagar,act323,Violence,Victim168
03-03-2018 20:05,Engineering College,act323,Violence,Victim31
03-03-2018 00:15,Tiruvanmiyur,act323,Violence,Victim96
03-03-2018 22:50,Chintadripet,act323,Violence,Victim183
03-03-2018 23:40,Fort St George,act363,Kidnapping,Victim154
03-03-2018 14:10,TTTI Taramani,act363,Kidnapping,Victim196
03-03-2018 22:50,Perambur,act279,Accident,Victim46
03-03-2018 03:15,Puliyanthope,act279,Accident,Victim179
03-03-2018 16:10,Kilpauk Medical College,act279,Accident,Victim54
03-03-2018 17:50,World University Centre,act279,Accident,Victim10
03-03-2018 21:20,Kumaran Nagar,act323,Violence,Victim190
03-03-2018 11:20,Erukkancheri,act279,Accident,Victim128
03-03-2018 14:00,Mylapore,act323,Violence,Victim34
04-03-2018 09:00,Medavakkam Tank Road,act323,Violence,Victim71
04-03-2018 19:05,Raja Annamalaipuram,act279,Accident,Victim14
04-03-2018 14:30,High Court Building,act279,Accident,Victim181
04-03-2018 23:05,Pr. Accountant General,act323,Violence,Victim61
04-03-2018 22:00,Egmore,act323,Violence,Victim186
04-03-2018 18:30,Vyasarpadi,act323,Violence,Victim190
04-03-2018 22:00,Ramakrishna Nagar,act323,Violence,Victim87
04-03-2018 13:40,Kotturpuram,act279,Accident,Victim108
04-03-2018 18:00,Rayapuram,act379,Robbery,Victim32
04-03-2018 13:30,Park Town,act323,Violence,Victim119
04-03-2018 21:30,Vyasarpadi,act279,Accident,Victim13
04-03-2018 22:00,Tondiarpet Bazaar,act323,Violence,Victim9
04-03-2018 08:00,Kilpauk Medical College,act279,Accident,Victim111
